,magnitude,dmin,latitude,longitude
12098,1.02,0.05996,33.6536667,-116.769
12099,2.6,0.439,44.7894,-114.4174
12100,2.0,0.7617999999999999,61.6378,-146.3435
12101,1.5,0.126,37.4813333,-121.386
12102,0.7,0.06,33.6538333,-116.7655
12103,1.45,0.30479999999999996,51.8493333333333,-178.157333333333
12104,2.16,0.08054,37.7605,-122.5666667
12105,1.39,0.1645,35.509,-118.4013333
12106,0.51,1.2218,58.499,-154.405
12107,1.5,0.7436,60.9911,-141.1979
12108,0.85,0.1083,45.4973333333333,-111.69
12109,1.6,0.1,31.616,-104.523
12110,4.5,0.63,-29.8864,-178.0297
12111,1.12,0.06563,35.593,-117.5423333
12112,4.3,4.537,28.4333,104.7416
12113,0.71,0.007292,38.8455009,-122.838501
12114,0.85,0.03811,34.0785,-117.1295
12115,2.1,0.3556,58.4953,-154.2991
12116,0.15,1.2218,58.3328333333333,-154.6995
12117,1.7,0.0,31.68,-104.425
12118,2.5,0.036,47.5536,-70.2725
12119,2.3,0.25339999999999996,62.1121,-147.5463
12120,2.16,0.06298763968,35.12533333,-97.5645
12121,1.51,0.0927,33.2215,-116.0898333
12122,2.1,0.1,31.466,-103.996
12123,0.67,0.007345,46.194,-122.19116666666666
12124,2.5,0.007862,36.8603333,-121.6013333
12125,1.23,0.006974,38.8116667,-122.821
12126,1.49,0.005999,38.811,-122.822
12127,4.7,3.125,-19.6593,-178.1245
12128,0.22,0.6996,60.5401666666667,-152.790833333333
12129,1.7,0.0,31.655,-104.023
12130,1.5,0.0,31.618,-104.102
12131,1.7,0.0,31.605,-103.959
12132,0.79,0.2619,45.0268333333333,-111.674333333333
12133,1.9,0.25339999999999996,63.1762,-151.1183
12134,2.6,0.1,31.629,-104.365
12135,0.46,0.006943,46.193,-122.193
12136,0.9,0.0437,37.0818333,-121.5001667
12137,1.32,0.07562,37.7625,-122.561
12138,0.82,0.06234,33.6638333,-116.763
12139,0.96,0.03599293696,36.477,-98.74516667
12140,4.6,5.308,-3.4329,145.9387
12141,1.16,0.0536,44.615,-112.569
12142,0.49,0.01339,38.8248333,-122.7893333
12143,1.83,0.2573494992,36.82416667,-98.264
12144,1.62,0.4187,48.4315,-116.5475
12145,0.9,0.009366,38.8019981,-122.7838364
12146,0.52,0.6996,61.0301666666667,-152.3345
12147,1.15,0.259,54.7546666666667,-163.965166666667
12148,1.5,0.6996,60.0941,-152.2126
12149,2.3,0.6996,60.0884,-152.1294
12150,2.18,1.1704,19.2918333333333,-155.385666666667
12151,2.0,0.2,28.906,-98.296
12152,0.89,0.1334,33.289,-116.2143333
12153,2.7,0.1,29.016,-98.306
12154,2.5,0.7617999999999999,61.3698,-147.3696
12155,5.0,0.402,51.4482,-176.8324
12156,1.9,0.2702,62.0282,-151.0139
12157,1.86000001,1.1704,19.1363334655762,-155.504837036133
12158,0.42,0.00841,46.19316666666667,-122.19833333333334
12159,0.75,0.01024,38.8030014,-122.7838364
12160,1.32,0.08015,37.7608333,-122.5663333
12161,1.21,0.007619,38.823,-122.8003333
12162,0.77,0.008779,38.8045006,-122.7816696
12163,0.56,0.04671,35.6213333,-117.5005
12164,1.77999997,1.1704,19.1865005493164,-155.476501464844
12165,0.8,0.6412000000000001,58.1502,-155.402
12166,1.19,0.01133,34.0391667,-116.6343333
12167,1.8,0.00928,38.804,-122.7796667
12168,2.3,0.1,31.632,-104.368
12169,0.39,0.008193,46.19433333333333,-122.19966666666669
12170,1.02,0.009281,38.831665,-122.8154984
12171,2.57,0.0127,33.998,-118.3493333
12172,2.1,0.25339999999999996,63.761,-149.3377
12173,0.27,0.1511,45.781,-111.678
12174,0.44,0.008346,38.7556667,-122.7173333
12175,1.06,0.2068,46.827,-112.892333333333
12176,1.9,0.25339999999999996,61.9667,-149.5334
12177,0.8,0.118,39.5373,-120.3646
12178,1.7,0.25339999999999996,64.0892,-149.4839
12179,0.56,0.03059,33.6578333,-116.708
12180,0.97,0.7436,57.0295,-135.695333333333
12181,0.77,0.01232,38.8346672,-122.8164978
12182,0.33,0.009512,46.19083333333333,-122.1955
12183,1.9,0.25339999999999996,61.8896,-149.6613
12184,0.29,0.01237,38.8003349,-122.7828369
12185,2.0,0.2534,61.974,-150.5791
12186,1.3,0.0,31.62,-104.505
12187,1.3,0.054,39.3939,-119.8338
12188,4.6,3.828,24.9989,95.6052
12189,1.1,0.01552,38.7775002,-122.7151642
12190,1.08,0.0104,38.8019981,-122.7808304
12191,2.35,0.01094,38.8023333,-122.7796667
12192,1.8,0.0,31.515,-104.007
12193,0.15,0.002344,46.19983333333333,-122.18883333333332
12194,1.6,0.0,31.514,-104.006
12195,2.7,1.607,42.9219,-126.2397
12196,1.14,0.05218975859,35.11766667,-97.55366667
12197,0.23,0.008632,38.8366661,-122.8011703
12198,1.86000001,1.1704,19.1781673431396,-155.353500366211
12199,2.5,0.0,31.514,-104.006
12200,1.06,0.07361,38.8995,-123.0098333
12201,4.2,1.367,37.8083,20.3988
12202,2.1,1.4452,60.6322,-144.3146
12203,0.66,0.01113,38.8328323,-122.8176651
12204,0.58,0.01098,38.8343315,-122.80867
12205,2.3599999,1.1704,19.1808338165283,-155.496337890625
12206,4.6,1.856,-22.7199,-176.3153
12207,2.68,0.3296,18.5745,-66.637
12208,0.1,0.015,36.7636,-116.0226
12209,1.79,0.0145,33.9991667,-118.3476667
12210,5.0,2.228,2.173,129.1076
12211,0.49,0.005036,38.8303337,-122.8515015
12212,2.2,0.2702,61.7651,-151.0906
12213,2.28,0.05938834598,35.12433333,-97.55883333
12214,3.82,1.3279,19.602,-65.7808
12215,1.03,0.05297,44.6135,-112.57
12216,1.5,0.1,31.062,-103.731
12217,1.8,0.27020000000000005,62.2743,-151.6825
12218,0.73,0.04411,33.6295,-116.9006667
12219,3.22,0.1834,51.4421666666667,-178.952
12220,4.7,4.68,40.3064,105.9088
12221,2.7,0.7144,55.4669,-156.2399
12222,1.7,0.0,31.519,-104.008
12223,0.12,0.03703,44.7565,-110.9543333
12224,1.15,0.01537,34.0048333,-118.3548333
12225,1.7,0.1,28.926,-98.122
12226,0.5,0.161,37.3753,-117.0817
12227,0.73,0.1055,38.5631667,-112.5681667
12228,1.16,0.07467,37.7601667,-122.5581667
12229,1.19,0.07537,37.7596667,-122.5588333
12230,2.1,0.0,31.618,-103.988
12231,0.86,0.05152,34.1391667,-116.965
12232,4.6,0.888,52.0896,173.1015
12233,0.83,0.05203,44.6158333333333,-112.571166666667
12234,1.8,0.05274,44.6135,-112.570333333333
12235,1.5,0.2563,44.9888333333333,-111.932166666667
12236,0.4,0.7156,58.2445,-155.152333333333
12237,1.12,0.01128,38.8330002,-122.8176651
12238,0.61,0.0379,36.0605,-120.6418333
12239,0.26,0.008288,38.8223333,-122.772
12240,2.1,0.1,31.671,-104.19
12241,0.9,0.07972,47.72283333333333,-120.04633333333334
12242,1.31,0.05758869913,35.122,-97.558
12243,1.16,0.1694,47.9223333333333,-115.0155
12244,1.64,0.1607,33.5515,-118.2965
12245,0.21,1.2218,58.5146666666667,-154.432333333333
12246,1.52,0.01997,35.3086667,-120.4363333
12247,0.2,0.198,37.0393,-117.597
12248,0.17,0.001684,46.19866666666667,-122.1865
12249,2.01,1.1704,19.2811666666667,-155.385166666667
12250,2.4,0.1,28.917,-98.128
12251,1.9,0.2702,62.6068,-151.2852
12252,1.5,0.03997,35.0213333,-119.1016667
12253,1.3,0.1504,45.783,-111.677833333333
12254,1.9,1.2122,61.1232,-149.8236
12255,0.68,0.009482,38.8160019,-122.821167
12256,1.99,0.1562,35.5246667,-118.3838333
12257,1.28,0.05668887571,35.11483333,-97.56883333
12258,0.6,0.039,37.1396,-116.296
12259,2.1,0.6996,59.8495,-152.1885
12260,1.5,0.25339999999999996,64.9783,-147.4835
12261,1.14,0.05578905228,35.1115,-97.5705
12262,0.29,0.008757,46.193,-122.19883333333334
12263,1.35,0.1536,36.1936667,-118.496
12264,5.8,16.94,-56.295,-27.3689
12265,1.9,0.27020000000000005,61.6786,-151.4521
12266,1.0,0.1091,33.2608333,-116.132
12267,2.4,0.6996,59.4854,-152.7728
12268,0.58,0.04491,44.6411667,-111.062
12269,0.98,0.01397,37.6298333,-119.0353333
12270,0.1,0.072,36.5913,-116.2793
12271,1.31,0.05643,47.45933333333333,-122.9095
12272,4.7,1.597,-21.4734,-67.838
12273,0.7,0.02552,33.5865,-116.72
12274,2.55,1.1704,19.3821666666667,-155.239666666667
12275,0.66,1.1704,19.3848333333333,-155.244833333333
12276,1.71,0.2074,40.5303333,-123.5378333
12277,1.9,0.2702,61.5876,-150.605
12278,2.01,0.0482,32.9371667,-116.3706667
12279,3.57,0.3559,18.2041,-68.5566
12280,2.6,0.569,60.2236,-151.5869
12281,2.44,1.1704,19.3368333333333,-155.183
12282,1.7,0.0,31.633,-104.3
12283,2.52,1.1704,19.4475,-155.233833333333
12284,0.85,0.009098,38.8325005,-122.8105011
12285,2.1,1.2147999999999999,60.6622,-147.5333
12286,1.6,0.0,31.684,-104.453
12287,1.7,0.7436,60.2978,-141.4505
12288,1.15,0.06208781625,35.12266667,-97.56733333
12289,0.23,0.0168,38.8411674,-122.8105011
12290,1.62,0.2584,32.5463333,-115.2403333
12291,1.53,0.05379,44.6136666666667,-112.568833333333
12292,1.05,0.003856,38.8063316,-122.7908325
12293,1.09,0.006173,38.8411674,-122.876503
12294,1.48,1.1704,19.1591666666667,-155.492166666667
12295,2.3,0.7617999999999999,61.1167,-147.3005
12296,2.2,0.1,28.93,-98.126
12297,0.28,0.01356,38.8353348,-122.8183365
12298,1.5,0.05668887571,36.49366667,-98.43266667
12299,0.63,0.05051,44.651,-111.0691667
12300,1.77999997,1.1704,19.3801670074463,-154.923492431641
12301,4.7,4.76,20.0012,145.2719
12302,1.37,0.01193,38.7888333,-122.7621667
12303,0.6,0.067,40.2283,-119.6882
12304,4.1,0.772,16.2717,-98.0743
12305,0.17,0.02562,46.848,-121.76566666666666
12306,0.16,0.02209,46.84966666666666,-121.75783333333334
12307,4.3,4.702,-15.1773,-177.3361
12308,0.41,0.04571,44.6375,-111.0546667
12309,4.9,3.754,-5.8345,145.9209
12310,2.0,0.25339999999999996,62.1625,-148.6581
12311,1.05,0.01069,38.8023338,-122.7808304
12312,1.7,0.1,31.379,-103.339
12313,4.6,3.722,-5.8542,145.9606
12314,2.59,0.007914,38.8053333,-122.7806667
12315,1.09,0.008247,38.8050003,-122.7808304
12316,4.9,0.68,-21.2482,-68.7927
12317,2.35,0.3053,49.29283333333333,-125.2635
12318,1.16,0.03586,34.8101667,-118.9593333
12319,0.34,0.08333,47.73183333333333,-120.10266666666666
12320,1.0,0.01145,38.7821655,-122.7648315
12321,4.8,4.779,28.9263,142.522
12322,0.76,0.008398,38.4916667,-112.8445
12323,1.6,1.2147999999999999,61.0254,-147.2693
12324,4.8,4.751,20.005,145.4301
12325,0.9,0.2412,53.3853333333333,-168.162166666667
12326,1.63,0.0526,36.5258333,-121.0365
12327,0.99,0.0775,37.5141667,-118.8498333
12328,1.99,0.05467,36.5228333,-121.0773333
12329,3.64,1.4186,19.7015,-64.5176
12330,1.36,0.07763,35.9223333,-117.728
12331,0.74,0.07456,33.9623333,-116.7875
12332,1.12,0.06749,33.6703333,-116.7828333
12333,0.75,1.1704,19.2838333333333,-155.391333333333
12334,1.5,0.0,31.62,-103.959
12335,1.1,0.005402,38.7859993,-122.7426682
12336,1.28,0.05758869913,35.11833333,-97.56483333
12337,0.03,0.008682,38.8156667,-122.8151667
12338,0.3,0.009902,38.814,-122.8183333
12339,0.71,0.01087,38.8213348,-122.7623367
12340,1.6,0.0,31.617,-103.966
12341,0.76,0.01449,38.8305016,-122.7661667
12342,0.78,0.03146,33.7031667,-116.7506667
12343,1.84000003,1.1704,19.2758331298828,-155.383666992188
12344,1.2,0.1845,35.4758333,-118.4346667
12345,1.5,0.433,38.958,-119.0596
12346,0.57,1.2218,58.499,-154.408166666667
12347,1.5,0.1,31.695,-104.362
12348,3.08,0.0668,33.9543333,-116.848
12349,1.31,0.07904,35.9378333,-117.7213333
12350,1.08,0.009096,38.8153343,-122.8154984
12351,1.7,0.1,31.429,-103.894
12352,1.4,0.237,39.4781,-119.4418
12353,0.85,0.07808,47.78333333333333,-120.84333333333332
12354,1.13,0.3162,54.7543333333333,-163.989666666667
12355,1.52,0.2066,38.2315,-112.288
12356,2.0,0.1,31.402,-103.762
12357,0.84,0.004473,38.7585,-122.729
12358,0.66,0.003578,38.7608333,-122.7293333
12359,2.72,0.006525,38.7571667,-122.731
12360,0.94,0.08814,36.9491667,-121.3925
12361,1.9,0.1396,65.0969,-145.3457
12362,2.01,0.06274,34.3461666666667,-81.3033333333333
12363,4.4,2.182,37.2929,71.7326
12364,2.3,1.1332,60.6061,-150.5371
12365,0.39,0.07524,44.7718333,-110.6091667
12366,1.33,0.004954,38.8095,-122.8013333
12367,1.05,0.04911,46.8613333333333,-112.5285
12368,0.4,0.043,36.8595,-116.2428
12369,0.6,0.6996,61.2803333333333,-152.260666666667
12370,1.13,0.1225,33.2928333,-116.2265
12371,1.7,0.25339999999999996,62.3527,-149.8079
12372,2.4,0.1,28.926,-98.137
12373,0.22,0.01222,38.8353348,-122.8066635
12374,1.36,0.05475,44.6166666666667,-112.567333333333
12375,2.4,0.7617999999999999,61.3224,-146.7113
12376,1.53,0.4381,44.5296666666667,-114.689666666667
12377,2.9,0.25339999999999996,62.8296,-148.9201
12378,4.4,9.35,13.8835,124.1463
12379,1.33,0.009956,38.7906667,-122.7603333
12380,1.7,0.3556,58.4924,-154.4557
12381,1.54,0.07751,37.7593333,-122.5616667
12382,1.21,0.05668887571,35.1125,-97.57183333
12383,4.2,1.014,4.5113,96.2239
12384,3.8,1.24,35.7702,129.3892
12385,1.05,0.01294,38.8351669,-122.8170013
12386,2.2,0.0,32.758,-100.61
12387,1.85000002,1.1704,19.2565002441406,-155.408660888672
12388,4.6,4.284,-5.3154,68.8449
12389,1.38,0.04321,32.883,-115.4808333
12390,1.44,0.04539,32.8893333,-115.479
12391,1.46,0.04502,32.89,-115.4778333
12392,4.6,6.734,13.5483,123.5706
12393,0.6,0.08045,33.3356667,-116.3645
12394,0.78,0.007098,38.8286667,-122.8161697
12395,1.1,0.01419,38.7874985,-122.7666702
12396,1.6,0.25339999999999996,62.1659,-149.4995
12397,1.99,1.1704,19.2906666666667,-155.380166666667
12398,2.34,0.1993,41.3965,-111.683
12399,0.34,0.01109,38.8345,-122.81
12400,2.77,0.04494,17.9606666666667,-66.8345
12401,1.7,0.0,31.611,-103.989
12402,4.5,1.288,-20.2275,-176.1467
12403,4.2,4.312,-33.5155,-179.8386
12404,2.4,0.2534,63.5703,-150.8127
12405,1.6,0.25339999999999996,62.3145,-148.2827
12406,1.8,0.6996,60.9058,-150.8698
12407,0.23,0.00945,38.8328323,-122.809166
12408,2.01,0.1017,18.0096666666667,-66.3395
12409,2.08,0.09945,33.189,-116.2796667
12410,1.15,0.05456,44.6148333333333,-112.567666666667
12411,0.01,1.2218,58.3908333333333,-154.811
12412,0.8,0.114,39.3972,-120.1694
12413,1.83000004,1.1704,19.1860008239746,-155.459671020508
12414,0.84,0.05155,44.6121666666667,-112.572166666667
12415,1.0,0.2702,63.0491,-151.5061
12416,4.4,1.727,40.9649,46.9928
12417,4.7,1.854,35.0654,140.3887
12418,0.96,0.04423,32.9283333,-116.261
12419,0.78,0.008728,38.8219986,-122.7671661
12420,0.7,0.01293,38.8361664,-122.8073349
12421,1.16,0.01623,34.9323333,-119.6891667
12422,0.78,0.05875,46.8831666666667,-112.535166666667
12423,1.33,0.04494,35.6428333,-117.4716667
12424,2.14,0.501,32.9683333,-117.7836667
12425,1.19,0.008008,38.777,-122.7431667
12426,1.2,0.008031,38.816,-122.7958333
12427,0.67,0.31620000000000004,54.741,-164.040666666667
12428,0.55,0.002116,38.8274994,-122.8541641
12429,4.8,2.388,-0.1757,125.1721
12430,1.0,1.1911999999999998,62.1184,-150.2736
12431,0.11,0.03622,46.939166666666665,-121.94833333333334
12432,4.5,2.608,36.8907,66.5853
12433,1.26,0.06432,32.9765,-115.5598333
12434,4.3,1.968,43.3161,-126.688
12435,0.51,0.04539,44.6428333,-111.064
12436,0.67,0.04186,33.9733333,-116.555
12437,0.49,0.04732,44.6351667,-111.0488333
12438,1.02,0.04502,44.6408333,-111.0611667
12439,3.65,0.8683,19.1196,-64.5498
12440,0.29,0.01132,38.8320007,-122.8195038
12441,0.76,0.01086,38.8323326,-122.8180008
12442,2.13,1.1704,19.19700050354,-155.487503051758
12443,1.9,0.0,31.605,-103.961
12444,1.7,0.0,31.636,-104.269
12445,1.9,0.25339999999999996,62.7128,-151.0658
12446,0.55,0.01496,47.65383333333333,-120.24266666666666
12447,2.3,0.7436,59.6551,-136.0375
12448,0.81,0.05872,32.9305,-116.2396667
12449,0.3,1.2218,58.3071666666667,-154.867666666667
12450,1.7,0.6996,60.1926,-152.7661
12451,0.92,0.09693,35.8793333,-117.6831667
12452,1.5,0.257,37.9891,-116.9157
12453,1.15,0.03057,35.2051667,-118.6688333
12454,0.71,0.1088,33.8151667,-117.0265
12455,0.2,0.048,36.8197,-116.2654
12456,1.46,0.1796,35.4943333,-118.3965
12457,0.7,0.314,39.5389,-120.3583
12458,0.98,0.07468534419,35.14016667,-97.56083333
12459,0.82,0.01354,38.8240013,-122.8523331
12460,0.4,0.01008,38.8328323,-122.8146667
12461,4.5,1.915,38.4396,73.8646
12462,0.57,0.07152,37.5015,-118.7808333
12463,2.94,0.331,18.0535,-67.4095
12464,1.2,0.6996,60.0192,-152.8371
12465,1.47,0.0636,36.1933333,-120.2448333
12466,0.28,0.01122,38.8113327,-122.8151703
12467,0.43,0.009668,38.8056667,-122.8175
12468,1.79,0.01013,38.7708333,-122.7195
12469,0.51,0.01374,38.793335,-122.7486649
12470,1.3,0.3556,58.2992,-155.0018
12471,2.08,1.1704,19.324,-155.114833333333
12472,0.76,0.003255,38.8306656,-122.8556671
12473,1.01,0.39180000000000004,51.8426666666667,-176.517666666667
12474,0.13,0.002977,46.21716666666666,-122.18866666666666
12475,1.4,0.2534,62.2343,-150.3624
12476,0.98,0.1651,35.5105,-118.3946667
12477,2.2,1.2122,60.6566,-149.3799
12478,2.2,0.2702,61.2477,-152.3498
12479,2.0,1.2122,60.6862,-149.3782
12480,1.09,0.008457,38.8126678,-122.8195038
12481,3.77,0.8096,19.0463,-64.5395
12482,0.86,0.01908,36.9633333,-121.6036667
12483,1.5,0.1,31.72,-104.679
12484,0.55,0.0533,35.6656667,-117.4891667
12485,1.13,0.0431,33.0121667,-116.429
12486,0.72,0.0006778,38.7616653,-122.723999
12487,0.0,0.031,39.3659,-119.7391
12488,1.5,0.1,31.626,-104.36
12489,1.8,0.7436,59.9539,-140.1721
12490,4.8,4.384,12.1803,95.2262
12491,0.5,0.03239364326,36.38883333,-96.85933333
12492,4.5,2.844,2.2563,96.1105
12493,0.66,0.08487,37.5051667,-118.8225
12494,1.5,0.01378,33.2656667,-116.4333333
12495,1.7,0.0,31.687,-104.3
12496,1.8,1.1361999999999999,60.0541,-150.3408
12497,0.8,0.104,36.5035,-116.5848
12498,3.3,1.146,52.4629,-166.852
12499,1.22,0.05178,38.6241667,-122.807
12500,0.4,0.31620000000000004,54.7633333333333,-164.028333333333
12501,2.1,0.25339999999999996,62.2854,-149.419
12502,1.29,0.4315,44.4558333333333,-115.198833333333
12503,4.7,0.815,-11.2154,-76.5609
12504,1.96,0.05009,34.332,-81.2611666666667
12505,1.76,0.1151,32.7525,-115.8656667
12506,0.95,0.1264,33.2903333,-116.2225
12507,0.78,0.1249,33.2878333,-116.2253333
12508,1.6,0.7617999999999999,61.4332,-146.544
12509,2.09,0.02037,37.7038333,-122.1215
12510,3.5,1.935,53.1901,-161.0571
12511,0.49,0.2277,45.4733333333333,-111.901666666667
12512,2.5,1.092,42.0054,-125.758
12513,2.4,0.2702,61.8479,-151.5209
12514,1.5,0.7617999999999999,61.6538,-146.3333
12515,0.7,0.05591,33.9693333,-117.2346667
12516,4.5,0.862,52.7238,-167.052
12517,0.4,0.5660000000000001,52.386,-174.030333333333
12518,4.5,2.109,35.143,21.2271
12519,1.73,0.05491,38.626,-122.8033333
12520,1.42,0.06094,34.1136667,-117.9808333
12521,1.24,0.03645,39.2738333,-123.3873333
12522,0.45,0.005471,38.8428345,-122.8796692
12523,4.5,1.292,-16.1463,-69.4672
12524,0.82,0.39180000000000004,52.104,-176.214833333333
12525,1.94,0.05938834598,35.1235,-97.5595
12526,1.8,0.1,31.67,-104.188
12527,0.91,0.09401,33.244,-116.0895
12528,1.2,0.6996,59.9823,-152.6047
12529,1.57,0.4196,51.8356666666667,-176.498166666667
12530,2.56,0.05663,32.9283333,-116.2436667
12531,4.6,1.355,-3.4698,139.7345
12532,2.8,0.25339999999999996,62.1102,-147.4936
12533,1.6,1.1911999999999998,61.3495,-150.0193
12534,1.19,0.05051,32.9288333,-116.2516667
12535,1.3,1.2147999999999999,61.0798,-147.588
12536,2.61,0.1115,32.7495,-115.868
12537,2.18,0.1097,32.7486667,-115.8711667
12538,2.2,0.1,31.727,-104.609
12539,0.26,0.008462,45.3665,-121.70133333333334
12540,1.07,0.009774,38.8468323,-122.815834
12541,0.0,0.027,36.7785,-116.1416
12542,0.5,0.02,39.5489,-119.8019
12543,1.9,0.0,31.527,-104.003
12544,1.6,0.0,31.675,-104.528
12545,1.22,0.1076,47.58566666666667,-121.70016666666666
12546,0.78,0.05909,33.9781667,-116.7883333
12547,0.77,0.6412000000000001,58.1623333333333,-155.315833333333
12548,0.42,0.7156,58.1633333333333,-155.32
12549,0.76,0.08177,33.7098333,-116.8255
12550,1.6,0.7618,61.4462,-146.5498
12551,1.65,0.06298763968,35.126,-97.56266667
12552,1.1,0.6996,60.4149,-152.3517
12553,1.9,0.0,31.623,-104.019
12554,0.73,0.02034,36.8373333,-121.5955
12555,0.01,0.7156,58.1618333333333,-155.323666666667
12556,1.8,0.3556,58.1976,-155.3467
12557,0.41,0.01202,38.8351667,-122.8051667
12558,0.84,0.07229,34.034,-117.0971667
12559,0.67,0.05609,34.0183333,-116.7433333
12560,0.04,0.3414,51.8551666666667,-177.942333333333
12561,2.47,1.1704,18.9713333333333,-155.440666666667
12562,2.1,0.2702,62.4749,-152.193
12563,2.3,0.119,38.1684,-117.8051
12564,1.24,0.06947,33.2441667,-115.6625
12565,0.21,0.002976,38.8354988,-122.7911682
12566,2.62,0.1304,17.8421666666667,-66.9265
12567,1.16,1.1704,19.2815,-155.382833333333
12568,1.01,0.08084,35.0435,-118.4161667
12569,1.4,0.2702,63.1864,-151.4354
12570,1.4,0.7617999999999999,61.7841,-148.5453
12571,2.5,0.2702,60.0916,-153.4909
12572,1.75,0.05306,33.3128333,-115.6911667
12573,1.62,0.521,54.5681666666667,-163.289666666667
12574,2.0,0.25339999999999996,64.8234,-147.3432
12575,4.4,6.597,-6.2976,130.0156
12576,1.8,1.1332,60.9956,-150.6029
12577,0.23,0.02226,46.85033333333333,-121.75733333333334
12578,1.09,0.006424,38.810833,-122.8026657
12579,0.95,0.006351,38.8111649,-122.80233
12580,1.2,0.25339999999999996,63.8986,-148.4631
12581,1.07,0.006734,38.8110008,-122.8030014
12582,1.0,0.25339999999999996,64.6692,-149.1227
12583,1.6,0.1,31.663,-104.197
12584,1.6,0.875,38.6669,-117.0904
12585,4.5,4.334,-17.9884,-178.5101
12586,0.76,0.01103,38.831501,-122.819664
12587,1.5,0.25339999999999996,62.7173,-150.628
12588,1.15,0.02255,47.8135,-122.86333333333332
12589,1.0,0.04863,33.6201667,-116.672
12590,0.89,0.03988,33.2721667,-116.779
12591,0.49,0.01476,33.7048333,-116.7301667
12592,4.3,3.209,9.1261,123.0795
12593,4.4,1.965,21.1909,122.2807
12594,4.8,6.614,18.3602,55.2389
12595,1.04,0.01636,38.7856674,-122.7511673
12596,1.66,1.1704,19.2863333333333,-155.3865
12597,1.99,1.1704,19.2863333333333,-155.386833333333
12598,1.3,1.2147999999999999,61.0994,-146.3293
12599,2.32,0.1007,40.1733333,-121.0566667
12600,0.78,0.2037,38.2278333,-112.7681667
12601,0.28,0.46719999999999995,54.5251666666667,-164.639666666667
12602,1.7,0.6996,60.4172,-152.0214
12603,0.59,0.09569,47.0133333333333,-112.878333333333
12604,0.51,0.09403,47.0376666666667,-112.864833333333
12605,1.58,0.08343,35.8295,-117.6655
12606,1.6,0.01059,38.444,-122.2405
12607,0.97,0.0576,53.4666666666667,-168.254833333333
12608,0.71,0.01082,38.8330002,-122.8164978
12609,0.2,0.019,36.9828,-116.1924
12610,0.64,0.006389,38.8213348,-122.80233
12611,1.11,0.006109,38.8113327,-122.8018341
12612,1.97,0.008136,39.1963333,-123.6263333
12613,4.6,3.564,-5.3268,142.9212
12614,0.88,0.005566,37.303,-122.0903333
12615,0.75,0.007615,38.8181648,-122.8171692
12616,4.2,4.316,-17.9125,-178.4763
12617,1.67,0.04338,32.975,-116.3591667
12618,4.0,1.007,15.3847,-92.6226
12619,3.8,0.897,18.2158,-76.5913
12620,1.08,0.008189,38.8190002,-122.7881699
12621,1.08,0.008037,38.8308334,-122.814003
12622,1.3,0.013,39.5521,-119.8126
12623,1.62,0.3162,54.7801666666667,-164.123833333333
12624,1.33,0.01728,37.8873333,-122.2188333
12625,1.04,0.01128,38.8199997,-122.7645035
12626,4.6,2.495,-5.3904,154.3637
12627,1.6,0.25339999999999996,62.3639,-147.6902
12628,1.3,0.03517,36.5048333333333,-89.5526666666667
12629,1.7,0.1,31.635,-104.374
12630,0.89,0.06887,34.0261667,-116.89
12631,4.5,1.308,26.8943,126.8094
12632,1.04,0.01534,38.8283348,-122.8535004
12633,0.4,0.005887,38.7926674,-122.8081665
12634,1.19,0.07311,33.1933333,-116.0616667
12635,1.56,0.01629,36.1028333,-117.8635
12636,1.71,0.03118,36.6766667,-121.34
12637,0.62,0.008789,38.8404999,-122.824501
12638,4.3,2.611,36.4367,71.2484
12639,0.26,0.007253,38.8266678,-122.762001
12640,4.5,1.982,-8.2103,119.6815
12641,5.0,3.09,-6.2316,154.5061
12642,1.7,0.7617999999999999,61.2976,-147.4205
12643,0.75,0.01098,38.7891655,-122.7748337
12644,0.36,0.003653,38.8348333,-122.7913333
12645,0.99,0.3414,51.8611666666667,-177.889
12646,0.9,0.3414,51.8801666666667,-177.884333333333
12647,1.0,0.3414,51.8651666666667,-177.8965
12648,1.0,1.1911999999999998,61.8853,-149.2933
12649,1.1,1.1911999999999998,61.8617,-149.6675
12650,1.6,0.0,31.399,-103.567
12651,5.1,0.54,12.6473,-59.7833
12652,1.4,0.25339999999999996,62.4172,-150.1186
12653,1.3,0.2534,63.546,-150.7796
12654,2.20000005,1.1704,19.158332824707,-155.483840942383
12655,1.89,0.9737,41.695166666666665,-125.49333333333334
12656,0.86,0.03459,33.2133333,-116.7275
12657,2.1099999,1.1704,19.1401672363281,-155.511337280273
12658,1.5,0.1,31.629,-104.156
12659,2.0,0.0,31.608,-103.964
12660,1.9,0.0,31.608,-103.963
12661,1.4,0.7617999999999999,61.9277,-149.0896
12662,2.0,0.3556,57.9897,-154.7162
12663,1.2,0.7617999999999999,61.3898,-146.6616
12664,2.9,0.736,59.0108,-136.4607
12665,5.1,1.889,-22.979,-175.8201
12666,4.3,0.92,52.6467,-167.0662
12667,0.75,0.0657,37.3988333,-121.749
12668,0.59,0.01722,46.19716666666667,-122.18583333333332
12669,2.04,0.1043795172,35.86433333,-98.0535
12670,1.7,1.2147999999999999,60.3303,-147.2308
12671,1.22,0.0161,33.8041667,-116.2043333
12672,0.87,0.008136,38.8300018,-122.8161697
12673,1.05,0.0007976,38.838501,-122.8365021
12674,1.4,0.25339999999999996,63.0308,-150.6804
